id	source	text	satisfaction	satisfaction_std	satisfaction_bucket	satisfaction_support	considerateness	considerateness_std	considerateness_bucket	considerateness_support	dedication	dedication_std	dedication_bucket	dedication_support	emotion	emotion_std	emotion_bucket	emotion_support
158	twitter	362220 smartphone mobile accessories flipkart best at my city 362220 smartphones delivery available but mobile accessories delivery not available at my city 12	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
159	trip_advisor	I wonder how a fat person would be able to pass through it.	3	0	3	6	2	0.632455532	2	6	3	0	3	6	1	0	1	6
160	twitter	hi rachel what is your local store i will look into this for you steven	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
161	ubuntu	It doesn't get past loading init.rd before it resets.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
162	trip_advisor	Just to let you know I live near Heathrow and Gatwick.	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
163	airline	Is there somewhere else to look for such a comparison?	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
164	github	Each developer working on this process is responsible for extracting another piece of data from those files.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
165	trip_advisor	Hi, I understand that you have to buy a new ticket at whatever price it is offered at, but do you get any partial refund for the unused ticket afterwards?	2.666666667	0.5773502692	3	3	3	1	3	3	3.333333333	1.527525232	3	3	1.666666667	1.154700538	2	3
166	ubuntu	do "gedit &" then close the terminal and you will see that gedit closes too	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
167	twitter	let us take a look at this for you jack which type of account would this be for	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	4	0	4	2	1.5	0.7071067812	2	2
168	ubuntu	the only way around that would be for you to login as root every time, which you also shouldn't do .	2.333333333	1.154700538	2	3	2.666666667	0.5773502692	3	3	2.666666667	0.5773502692	3	3	2	1.732050808	2	3
169	asapp	The preferred method is the hang-dry but a normal dryer under the regular conditions can also work.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
170	twitter	it was nice rebecca just not as spicyhot as expected	3	1	3	3	2.666666667	0.5773502692	3	3	3.333333333	0.5773502692	3	3	1.666666667	1.154700538	2	3
171	asapp	I will go ahead and write up a report to let the purchasing department know about this issue so they can work to resolve it.	3	0	3	2	3.5	0.7071067812	4	2	4	0	4	2	1	0	1	2
172	asapp	Is there anything else I can help you with tonight?	3.5	0.7071067812	4	2	4.5	0.7071067812	5	2	3.5	0.7071067812	4	2	1	0	1	2
173	asapp	Our boss likes us to keep track of these queries...	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
174	asapp	Okay let's have you log out and then try logging back in.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
175	trip_advisor	Dress code is surely subjective for an airport lounge where people are meant to be in holiday mode!	3	0	3	4	3	0	3	4	3	0	3	4	1.5	0.5773502692	2	4
176	yahoo	Can I use 26" mountain bike rims for my cyclocross-frame bike?	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
177	trip_advisor	3 flights in a roll yesterday were grounded for hours in San Diego with made up mechanical problems It was a nightmare for my family.	1	0	1	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
178	trip_advisor	I had heard all the horror stories about them, so my expectation wasn't very high.	3	0	3	3	2.333333333	1.154700538	2	3	2.666666667	0.5773502692	3	3	2	1	2	3
179	airline	Recently, I have booked a ticket from stockholm to Budapest, but after i pressed the comfirmed button, i haven't received any confirm email...therefore I tried again....and now Ryanair has sent me two reminding letters to me...Thats mean I did double booking with the same name!	2	1	2	3	3	0	3	3	3	0	3	3	3	0	3	3
180	airline	Looked on their website and they only mention excess baggage which is what I'm trying to avoid.	2.5	0.5773502692	2	4	3	0	3	4	3	0	3	4	1.25	0.5	1	4
181	air_customer	To me it begged the question of whether there was something they could have thrown away and purchased once they landed but hey.	2	0	2	2	2	0	2	2	2.5	0.7071067812	2	2	2	0	2	2
182	yahoo	But, you should be an elite athlete to really notice the difference.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
183	twitter	is there any eta on the outage in the 33196 area the app is not giving any specifics about anything xfinity outage support	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
184	github	I would think that the Apple Virtualization has network issues in general but the network performance in other tools like scp_ rsync_ gcloud etc.	3	0	3	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
185	twitter	that is not a route we are offering for your travel dates	3	0	3	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
186	air_customer	However, I needn’t have bothered because no one checked the size or weight of the bag before boarding either of the flights.	2.666666667	0.5773502692	3	3	2.666666667	0.5773502692	3	3	2.333333333	0.5773502692	2	3	2	1	2	3
187	asapp	To remove a wine stain from the jacket wet a cotton cloth and gently dab it on the stained area.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
188	ubuntu	or manually run it whenthe comps booted so i can have some if minimal functionality out of my comp during the scan	2.666666667	0.5773502692	3	3	2.666666667	0.5773502692	3	3	2.666666667	0.5773502692	3	3	2	1	2	3
189	trip_advisor	The plane had mechanical problems forcing us to divert to Halifax, Nova Scotia for nearly 10 hours!	1.666666667	0.5773502692	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	3	1	3	3
190	airline	The passport agency will do what ever they can not to delay you.	3.666666667	1.154700538	4	3	3.666666667	1.154700538	4	3	4.333333333	1.154700538	4	3	1.666666667	0.5773502692	2	3
191	airline	Your lack of action speaks volumes about your business practices (shady) and you lack of interest in customer satisfaction.	1.25	0.5	1	4	1.75	0.9574271078	2	4	1.75	0.5	2	4	3.5	0.5773502692	4	4
192	asapp	Okay well firstly I'll write this up so the website team can take a look	3	0	3	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	1	0	1	2
193	ubuntu	Hi all, I'm using a hotspot that implements WPE encryption only.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
194	twitter	ever since i updated to ios11 the camera takes really long to work it gives a black screen for a few moments then works	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
195	airline	We heard you and have decided not to move forward with the test of offering customers buy-on-board options in United Economy on certain trans-Atlantic flights.	3	0	3	3	3.666666667	0.5773502692	4	3	3.333333333	1.154700538	3	3	1	0	1	3
196	yahoo	Is a transponder required to fly in class C airspace?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
197	yahoo	BALCO was reported to manufacture steroids that are desgined to avoid being detected during testing.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
198	trip_advisor	Prior to take off in Perth we were joined in the row in front of us by 3 drunk men who from that moment on set about drinking the cabin dry.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
199	trip_advisor	We've had to pay for the hotel and all our meals (we usually eat much cheaper than this but the choices are very limited at/near the airport).	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
200	yahoo	I think all human beings have the capacity for such strength and compassion, but it requires a willingness to make the hard choices both for yourself and your community.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
201	trip_advisor	Looking at flights I have found a cheapish or am I likely to miss the connection?	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
202	ubuntu	ive never known compaq to use msi boards... I guess I live and learn eh?	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2	0	2	2
203	twitter	on this as feedback with our team internally for a review and improve our services further22	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
204	yahoo	They found that a lot of people thought the elevators were a lot slower then they actually were.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
205	air_customer	Does anyone have thoughts as to when we should book the flights?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
206	ubuntu	hi what is a good open source video editing software, i found a list of them on wikpedia but i am unsure on which one is the best.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
207	asapp	Have you tried logging out of your account and then back in?	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
208	trip_advisor	Coming home from Buffalo, I can do BUF-PHL-Harrisburg for very cheap and hop off in PHL.	3.25	0.5	3	4	3.25	0.5	3	4	3	0	3	4	1.25	0.5	1	4
209	airline	When I called Delta Skymiles, of course they are no help and just tell me to call the car rental company.	2	0	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
210	ubuntu	the easiest way to get that going it to reinstall ubuntu and make sure the hdd with ubuntu on it is the boot drive in the bios	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
211	twitter	when is the update coming to stream all music on the watch	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
212	yahoo	To attempt know the mind of G-d is to be G-d, yet we are admonished when G-d responds to Job, not with an explanation for Job's suffering but rather with a question: Where was Job when G-d created the world?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
213	asapp	To help me verify your identity would you please provide your zip code phone number and email address?	3	0	3	4	3.75	0.5	4	4	3.25	0.5	3	4	1.25	0.5	1	4
214	ubuntu	you can try... right click on the file; click the permissions tab; tick the box that says executable.then close the properties, double click on the file, and click run in terminal, then a message pops up iirc, and you want to install the .	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
215	air_customer	We got a type of chili with vegetables and a bun with a dessert.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
216	asapp	Gift card paper check account value or direct refund to your credit card	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
217	yahoo	What is the difference between permutations and combinations?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
218	yahoo	\n\nhttp://www.newegg.com/ProductSort/Category.asp?Category=36	3	0	3	3	3	0	3	3	3	0	3	3	1	0	1	3
219	trip_advisor	We are frequent travelers, but use low cost airlines only occasionally.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
220	asapp	Okay give me a moment and I'll have everything I need to help you!	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1	0	1	2
221	ubuntu	if part of a packet makes it down the opposite pipe confusion results.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
222	asapp	Then sprinkle some salt on the stain and let it set for at least five minutes to absorb any extra water.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
223	airline	I booked a flight with Aeromexico from London to Mexico City yesterday evening, at a pretty awesome price (compared to BA/Air France/KLM).	4.666666667	0.5773502692	5	3	3	0	3	3	4	1	4	3	2.333333333	1.154700538	2	3
224	airline	I was never given the opportunity to write my parents details.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
225	twitter	when will i be able to get an iphone x on the upgrade program in the store nearest to me	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
226	twitter	email address and contact telephone number we will look at it for you thanks 33	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1	0	1	2
227	twitter	we are here for you and glad to help we have got a guide to share with you regarding this issue	3.5	0.7071067812	4	2	4	0	4	2	4	0	4	2	2	0	2	2
228	airline	Can anyone tell me whether the USB socket on Etihad flights will play media from a usb stick on the screen or whether it is just there to charge things like an ipod?	3	0	3	4	3	0	3	4	3	0	3	4	1.25	0.5	1	4
229	yahoo	A colon is used to separate the parts in a multipart title, such as "Reading Lolita in Tehran: A Memoir in Books" or "Good to Great: Why Some Companies Make the Leap...And Others Don't".	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
230	ubuntu	hmm I though there was deliberate restraint from posting this bottle dance, perhaps I just missed it (probably for the best)  :)	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
231	airline	I don't think the telephone reps understand this either.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
232	twitter	i am sorry to hear of your displeasure please see here to claim delay repay	3	0	3	3	4	1	4	3	3	0	3	3	2.333333333	1.527525232	2	3
233	trip_advisor	Hi everybody, I'm really worried because I've just booked a Ryanair ticket to fly from Girona and I've tried to change it on the internet but I've been asked more than 100€!	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	3	0	3	2
234	airline	Here are the flight details: American Airlines flight from Dallas to Heathrow, arriving at 10:45 a.m.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
235	yahoo	Earth 1's Superman finished his adventures in Alan Moore's "Whatever Happened to the Man of Tomorrow?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
236	trip_advisor	If this is not possible, does anyone know if airlines will charge me extra for the second bag on flight from AMS to BEG, even though I will only have one ticket and it includes oversees flight.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
237	trip_advisor	My daughter has booked various flights via STA travel (UK agents).	3	0	3	4	3	0	3	4	3.25	0.5	3	4	1	0	1	4
238	asapp	I am terribly sorry but because of the current status I am unable to change anything since it has already left our warehouse.	2.666666667	0.5773502692	3	3	4	1	4	3	3	0	3	3	2.666666667	1.527525232	3	3
239	yahoo	Seems the vast majority of humans live long enough to procreate.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
240	trip_advisor	Which seats would anyone recommend on this long flight?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
241	airline	what do u thing of the low cost airline click air?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
242	trip_advisor	Compare them against airlines who will take care of you if you get stranded and dont spring extra charges.	3	0	3	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
243	trip_advisor	My son looks very respectable in his fashion wear and is clean and tidy.	4	0	4	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
244	yahoo	If you are still feeling industrious, next you can tackle cleaning your mouse.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
245	twitter	i am afraid due to the signal fault speed restrictions are in place the 0649 service is currently expected at newbury at 0711 lewis	3	0	3	3	3	0	3	3	3	0	3	3	2	1	2	3
246	twitter	i checked but not clearly mentioned agwin charging almost 25 is more you need to look into this by the way i am cancelling the order if you u cannot help to resolve	1.333333333	0.5773502692	1	3	2	1	2	3	1.666666667	1.154700538	2	3	3	1	3	3
247	asapp	If you wear your jacket regularly then it should be washed at least twice a season.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
248	twitter	ich wrde dir die suche in der kategorie elektrowerkzeuge empfehlen	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
249	yahoo	Deep tissue massage can be tailored to the person's need.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
250	trip_advisor	some of the points include: * Minimum of 3 stops * Maximum of 6 stops * No mileage limit subject to other rules * All travel must remain in the same direction; no backtracking even within a region * Maximum of 16 segments on the ticket * Surface segments count (YYY-LHR/train/FRA-ZZZ is 3 segments against your 16) I am coming from the west coast and thinking it makes sense to fly in an east direction to go with the tailwinds as opposed to headwinds.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
251	airline	They all look very similar in format and comprise 6 digits alpha/numeric.	3	0	3	4	3	0	3	4	3	0	3	4	1	0	1	4
252	twitter	why did you not leave my package the sender did not ask for a signature	2	0	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2	0	2	2
253	ubuntu	if you restored whole /, you would in essence be back to gutsy, you'll probably just want to backup and restore /home and changes you made in /etc	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
254	asapp	Ok try logging out and then logging back in and then adding the item and see if that works	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
